bo_kom_today,sognekode,sogn,Inviterede_i_sognet,Antal_inviteret_ikke_booket,Andel_inviteret_ikke_booket,Andel_booket,Andel_påbegyndt,Andel_færdigvaccineret
Favrskov,8494,"Haurum,Favrskov",184,13,7%,18%,40%,34%
Favrskov,8495,"Sall,Favrskov",360,35,10%,20%,34%,36%
Favrskov,8537,"Skjød,Favrskov",340,13,4%,21%,44%,31%
Favrskov,8626,"V Velling,Favrskov",205,20,10%,12%,43%,35%
Favrskov,8633,"S Vinge,Favrskov",223,17,8%,15%,39%,38%
Favrskov,9102,"Ulstrupbro,Favrskov",1427,124,9%,14%,32%,46%
Favrskov,9316,"Hadsten, Favrskov",5276,325,6%,15%,37%,42%
Faxe,,,26,16,62%,4%,23%,12%
Faxe,7375,"Øde Førslev,Faxe",442,65,15%,14%,34%,37%
Faxe,7377,"Terslev,Faxe",1090,134,12%,12%,41%,34%
Faxe,7379,"Haslev,Faxe",7710,769,10%,13%,35%,42%
Faxe,7380,"Freerslev,Faxe",160,57,36%,6%,34%,24%
Faxe,7381,"Teestrup,Faxe",598,101,17%,12%,39%,31%
Faxe,7382,"Bråby,Faxe",223,21,9%,9%,43%,39%
Faxe,7512,"Vester Egede,Faxe",412,43,10%,11%,37%,42%
Faxe,7522,"Faxe,Faxe",3143,388,12%,12%,34%,42%
Faxe,7523,"Hylleholt,Faxe",2355,198,8%,10%,33%,48%
Faxe,7524,"Spjellerup,Faxe",263,56,21%,8%,42%,29%
Faxe,7525,"Smerup,Faxe",268,46,17%,11%,36%,36%
Faxe,7527,"Vemmetofte,Faxe",83,10,12%,2%,39%,47%
Faxe,7528,"Karise,Faxe",1890,182,10%,12%,35%,43%
Faxe,7529,"Alslev,Faxe",174,17,10%,17%,39%,34%
Faxe,7530,"Sønder-Dalby,Faxe",1801,146,8%,12%,43%,36%
Faxe,7531,"Tureby,Faxe",133,16,12%,15%,46%,27%
Faxe,7532,"Ulse,Faxe",328,52,16%,10%,46%,28%
Faxe,7533,"Øster Egede,Faxe",99,<10,,,,
Faxe,7534,"Kongsted,Faxe",1936,200,10%,10%,36%,44%
Faxe,7535,"Roholte,Faxe",596,101,17%,7%,36%,40%
Faxe,7541,"Sædder,Køge",32,<10,,,,
Faxe,7544,"Hårlev,Stevns",77,<10,,,,
Fredensborg,,,64,46,72%,3%,13%,13%
Fredensborg,7444,"Asminderød,Fredensb",7202,619,9%,9%,36%,47%
Fredensborg,7445,"Grønholt,Fredensb",905,100,11%,9%,37%,43%
Fredensborg,7446,"Humlebæk,Fredensb",6815,645,9%,11%,34%,45%
Fredensborg,7452,"Karlebo,Fredensborg",13179,1666,13%,11%,33%,44%
Fredericia,,,52,31,60%,2%,15%,23%
Fredericia,7909,"Trinitatis,Frcia",3918,522,13%,12%,30%,45%
Fredericia,7910,"Vejlby,Fredericia",1269,105,8%,13%,33%,46%
Fredericia,7911,"Skt Michaelis,Frcia",3337,443,13%,12%,26%,49%
Fredericia,7912,"Christians,Frcia",5038,593,12%,13%,33%,42%
Fredericia,7913,"Erritsø,Fredericia",2565,193,8%,15%,34%,43%
Fredericia,7914,"Bredstrup,Fredericia",933,74,8%,17%,39%,36%
Fredericia,7915,"Taulov,Fredericia",3404,250,7%,16%,34%,42%
Fredericia,7921,"Pjedsted,Fredericia",488,48,10%,15%,35%,40%
Fredericia,7935,"Herslev,Fredericia",447,52,12%,17%,33%,38%
Fredericia,9087,"Hannerup,Fredericia",5411,728,13%,12%,30%,45%
Fredericia,9163,"Lyng, Fredericia",3519,178,5%,14%,38%,43%
Frederiksberg,,,158,92,58%,8%,15%,19%
Frederiksberg,7102,"Sct.Lukas,Frberg",3668,455,12%,15%,38%,34%
Frederiksberg,7103,"Solbjerg,Frberg",5762,560,10%,14%,38%,39%
Frederiksberg,7104,"Lindevang,Frberg",8598,1283,15%,13%,34%,38%
Frederiksberg,7105,"Flintholm,Frberg",6790,976,14%,10%,27%,49%
Frederiksberg,7106,"Skt Thomas,Frberg",5077,490,10%,15%,38%,37%
Frederiksberg,7107,"Mariendals,Frberg",8145,1062,13%,13%,34%,39%
Frederiksberg,7108,"Godthåbs,Frberg",7207,643,9%,11%,35%,45%
Frederiksberg,7109,"Skt Markus,Frbg",7079,717,10%,13%,39%,39%
Frederiksberg,9181,"Frederiksberg,Frberg",10637,942,9%,12%,37%,43%
Frederikshavn,,,34,22,65%,0%,29%,6%
Frederikshavn,8430,"Elling,Frederikshavn",2836,167,6%,13%,36%,45%
Frederikshavn,8433,"Åsted,Frederikshavn",656,75,11%,14%,38%,37%
Frederikshavn,8434,"Skærum,Frederikshavn",242,23,10%,16%,38%,36%
Frederikshavn,8435,"Flade,Frederikshavn",828,48,6%,16%,39%,39%
Frederikshavn,8436,"Gærum,Frederikshavn",519,37,7%,18%,33%,42%
Frederikshavn,8440,"Sæby,Frederikshavn",6447,315,5%,11%,32%,53%
Frederikshavn,8441,"Understed,Frederiksh",564,60,11%,15%,31%,43%
Frederikshavn,8442,"Karup,Frederikshavn",87,11,13%,14%,45%,29%
Frederikshavn,8443,"Volstrup,Frederiksha",552,44,8%,14%,41%,36%
Frederikshavn,8444,"Hørby,Frederikshavn",625,73,12%,17%,36%,35%
Frederikshavn,8445,"Torslev,Frederikshav",531,66,12%,15%,33%,40%
Frederikshavn,8446,"Skæve,Frederikshavn",851,107,13%,14%,32%,42%
Frederikshavn,8447,"Albæk-Lyngså,Fr.Havn",1309,142,11%,14%,34%,41%
Frederikshavn,8476,"Frederikshavn,Frhavn",5143,638,12%,13%,32%,43%
Frederikshavn,8478,"Abildgård,Frhavn",5394,523,10%,16%,34%,41%
Frederikshavn,8479,"Bangsbostrand,Frhavn",4456,441,10%,12%,30%,48%
Frederikshavn,8480,"Skagen,Frederikshavn",5563,527,9%,10%,32%,49%
Frederikshavn,8481,"Råbjerg,Frederikshav",1339,83,6%,12%,30%,52%
Frederikshavn,9226,"Østervrå,Frederiksha",1105,77,7%,16%,34%,43%
Frederikshavn,9228,"Hulsig,Frederikshavn",117,<10,,,,
Frederikshavn,9230,"Jerup,Frederikshavn",644,57,9%,12%,34%,45%
Frederikshavn,9231,"Kvissel,Frederikshav",365,39,11%,13%,35%,41%
Frederikssund,,,62,32,52%,10%,23%,16%
Frederikssund,7418,"Frederikssund,Frsund",5384,569,11%,9%,31%,50%
Frederikssund,7419,"Oppesundby,Frsund",3885,293,8%,11%,38%,43%
Frederikssund,7420,"Snostrup,Frsund",729,84,12%,10%,39%,39%
Frederikssund,7421,"Slangerup,Frsund",5002,503,10%,11%,39%,40%
Frederikssund,7423,"Græse,Frederikssund",1832,168,9%,11%,43%,38%
Frederikssund,7424,"Sigerslevv,Frsund",230,23,10%,12%,31%,47%
Frederikssund,7427,"Jørlunde,Egedal",591,55,9%,11%,41%,38%
Frederikssund,7453,"Gerlev,Frederikssund",1438,167,12%,9%,34%,46%
Frederikssund,7454,"Dråby,Frederikssund",3573,327,9%,8%,35%,48%
Frederikssund,7455,"Skibby,Frederikssund",2485,237,10%,6%,37%,48%
Frederikssund,7456,"Ferslev,Frederikssun",798,86,11%,3%,42%,44%
Frederikssund,7457,"Vellerup,Frsund",412,36,9%,2%,27%,62%
Frederikssund,7458,"Skuldelev,Frsund",910,101,11%,7%,34%,47%
Frederikssund,7459,"Selsø,Frederikssund",560,54,10%,5%,35%,51%
Frederikssund,7460,"Kyndby,Frederikssund",549,60,11%,6%,40%,43%
Frederikssund,7461,"Krogstrup,Frsund",773,91,12%,7%,36%,45%
Frederikssund,9113,"Islebjerg,Frsund",2476,278,11%,10%,34%,44%
Frederikssund,9242,"Skoven,Frederikssund",977,132,14%,5%,20%,62%
Furesø,,,45,24,53%,7%,24%,16%
Furesø,7154,"Værløse,Furesø",11282,794,7%,8%,39%,46%
Furesø,7414,"Farum,Furesø",13741,1649,12%,11%,35%,42%
Furesø,9239,"Hareskov,Furesø",2494,132,5%,11%,46%,37%
Gentofte,,,191,117,61%,7%,20%,12%
Gentofte,7110,"Helleruplund,Gentoft",4493,376,8%,10%,44%,38%
Gentofte,7111,"Gentofte,Gentofte",3955,314,8%,10%,42%,41%
Gentofte,7112,"Jægersborg,Gentofte",5233,427,8%,9%,40%,43%
Gentofte,7113,"Vangede,Gentofte",6794,905,13%,10%,38%,38%
Gentofte,7114,"Dyssegård,Gentofte",6062,548,9%,11%,44%,36%
Gentofte,7115,"Ordrup,Gentofte",8649,775,9%,8%,37%,46%
Gentofte,7116,"Skovshoved,Gentofte",5223,506,10%,8%,41%,41%
Gentofte,7117,"Hellerup,Gentofte",5313,491,9%,8%,38%,45%
Gentofte,7118,"Maglegaards,Gentofte",4452,347,8%,7%,39%,46%
Gladsaxe,,,64,40,63%,11%,14%,13%
Gladsaxe,7130,"Gladsaxe,Gladsaxe",6671,790,12%,12%,39%,37%
Gladsaxe,7131,"Søborggård,Gladsaxe",5670,602,11%,11%,38%,41%
Gladsaxe,7132,"Bagsværd,Gladsaxe",6952,974,14%,11%,35%,41%
Gladsaxe,7133,"Stengård,Gladsaxe",7945,622,8%,13%,41%,38%
Gladsaxe,7134,"Mørkhøj,Gladsaxe",5885,865,15%,11%,34%,40%
Gladsaxe,9068,"Søborgmagle,Gladsaxe",2626,183,7%,11%,45%,37%
Gladsaxe,9071,"Haralds,Gladsaxe",2602,632,24%,9%,28%,39%
Gladsaxe,9072,"Buddinge,Gladsaxe",4657,583,13%,10%,33%,45%
Glostrup,,,48,29,60%,8%,25%,6%
Glostrup,7147,"Glostrup,Glostrup",14805,2018,14%,9%,36%,42%
Greve,,,48,32,67%,2%,19%,13%
Greve,7194,"Greve,Greve",6834,651,10%,12%,37%,41%
Greve,7195,Hundige-Kildebrønde,11126,1608,14%,11%,33%,41%
Greve,7199,"Tune,Greve",3519,285,8%,12%,37%,43%
Greve,7200,"Karlslunde,Greve",1788,159,9%,11%,38%,43%
Greve,9105,"Karlslunde Str,Greve",4934,578,12%,12%,35%,41%
Greve,9108,"Mosede,Greve",3066,194,6%,13%,41%,40%
Gribskov,,,59,32,54%,0%,29%,17%
Gribskov,7392,"Blistrup,Gribskov",3490,482,14%,7%,31%,48%
Gribskov,7393,"Vejby,Gribskov",2205,280,13%,8%,32%,48%
Gribskov,7394,"Tibirke,Gribskov",1546,194,13%,5%,28%,54%
Gribskov,7395,"Ramløse,Gribskov",2203,240,11%,10%,36%,43%
Gribskov,7396,"Annisse,Gribskov",1614,143,9%,9%,38%,45%
Gribskov,7428,"Esbønderup,Gribskov",1441,193,13%,9%,36%,41%
Gribskov,7430,"Søborg,Gribskov",1192,168,14%,7%,28%,51%
Gribskov,7431,"Gilleleje,Gribskov",5309,485,9%,7%,29%,55%
Gribskov,7432,"Græsted,Gribskov",3459,418,12%,11%,33%,44%
Gribskov,7433,"Mårum,Gribskov",744,83,11%,10%,38%,41%
Gribskov,7434,"Helsinge,Gribskov",5952,681,11%,9%,34%,45%
Gribskov,7435,"Valby,Gribskov",411,54,13%,10%,36%,40%
Gribskov,9243,"Villingerød,Gribskov",913,112,12%,5%,25%,58%
Guldborgsund,,,43,23,53%,2%,21%,23%
Guldborgsund,7575,"Ønslev,Guldborgsund",449,52,12%,3%,46%,40%
Guldborgsund,7576,"Eskilstrup,Guldborgs",850,83,10%,3%,45%,43%
Guldborgsund,7577,"Tingsted,Guldborgsun",1855,183,10%,4%,46%,40%
Guldborgsund,7578,"Nykøbing,Guldborgsun",10813,1341,12%,3%,36%,48%
Guldborgsund,7579,"Idestrup,Guldborgsun",1334,111,8%,2%,41%,49%
Guldborgsund,7580,"Væggerløse,Guldborgs",2648,170,6%,2%,34%,58%
Guldborgsund,7581,"Skelby,Guldborgsund",194,26,13%,1%,43%,42%
Guldborgsund,7582,"Gedesby,Guldborgsund",224,32,14%,2%,31%,52%
Guldborgsund,7583,"S.Kirkeby,Guldborgs",160,18,11%,6%,46%,37%
Guldborgsund,7584,"S.Alslev,Guldborgsun",81,<10,,,,
Guldborgsund,7585,"Karleby,Guldborgsund",176,19,11%,1%,48%,40%
Guldborgsund,7586,"Horreby,Guldborgsund",345,37,11%,1%,44%,45%
Guldborgsund,7587,"N.Ørslev,Guldborgsun",264,50,19%,4%,43%,34%
Guldborgsund,7588,"Systofte,Guldborgsun",462,45,10%,2%,39%,50%
Guldborgsund,7589,"Horbelev,Guldborgsun",760,93,12%,4%,41%,43%
Guldborgsund,7590,"Falkerslev,Guldborgs",162,26,16%,6%,43%,36%
Guldborgsund,7591,"Aastrup,Guldborgsund",579,59,10%,7%,36%,47%
Guldborgsund,7592,"Tårs,Guldborgsund",288,53,18%,5%,47%,30%
Guldborgsund,7593,"Vigsnæs,Guldborgsund",109,12,11%,4%,40%,45%
Guldborgsund,7594,"Majbølle,Guldborgsun",716,87,12%,2%,41%,45%
Guldborgsund,7595,"Radsted,Guldborgsund",513,92,18%,3%,40%,40%
Guldborgsund,7596,"Toreby,Guldborgsund",3473,330,10%,3%,39%,49%
Guldborgsund,7597,"Slemminge,Guldborgsu",285,37,13%,3%,39%,45%
Guldborgsund,7598,"Fjelde,Guldborgsund",120,17,14%,2%,44%,40%
Guldborgsund,7599,"Døllefjelde,Guldborg",120,22,18%,3%,37%,43%
Guldborgsund,7600,"Musse,Guldborgsund",137,28,20%,5%,36%,38%
Guldborgsund,7601,"Herritslev,Guldborgs",290,34,12%,5%,38%,45%
Guldborgsund,7602,"Ø Ulslev,Guldborgsun",225,27,12%,2%,49%,37%
Guldborgsund,7603,"V Ulslev,Guldborgsun",227,45,20%,2%,37%,41%
Guldborgsund,7604,"Godsted,Guldborgsund",76,10,13%,5%,50%,32%
Guldborgsund,7605,"Kettinge,Guldborgsun",798,102,13%,2%,43%,42%
Guldborgsund,7606,"Bregninge,Guldborgsu",79,11,14%,1%,51%,34%
Guldborgsund,7607,"Stubbekøbing,Guldbor",1545,161,10%,5%,34%,51%
Guldborgsund,7608,"Maglebrænde,Guldborg",195,30,15%,5%,43%,37%
Guldborgsund,7609,"Torkilstrup,Guldborg",263,31,12%,4%,50%,35%
Guldborgsund,7610,"Lillebrænde,Guldborg",169,43,25%,4%,35%,36%
Guldborgsund,7611,"Gundslev,Guldborgsun",363,55,15%,5%,40%,40%
Guldborgsund,7613,"N Alslev,Guldborgsun",1670,200,12%,3%,35%,50%
Guldborgsund,7614,"N Kirkeby,Guldborgsu",133,<10,,,,
Guldborgsund,7642,"Sakskøbing,Guldborgs",3301,401,12%,4%,35%,49%
Guldborgsund,7644,"Våbensted,Guldborgsu",422,47,11%,3%,48%,37%
Guldborgsund,7645,"Engestofte,Guldborgs",68,<10,,,,
Guldborgsund,9249,"Gedser,Guldborgsund",573,69,12%,0%,40%,48%
Guldborgsund,9318,"Nordvestfalster, Gul",1975,274,14%,4%,44%,39%
Guldborgsund,9319,Nysted-Vantore,1269,132,10%,2%,32%,56%
Haderslev,,,31,12,39%,10%,29%,23%
Haderslev,8946,"Gram,Haderslev",2075,263,13%,15%,32%,41%
Haderslev,8952,"Fole,Haderslev",225,21,9%,22%,44%,24%
Haderslev,8954,"Nustrup,Haderslev",662,71,11%,16%,40%,34%
Haderslev,8955,"Skrydstrup,Haderslev",682,79,12%,16%,42%,30%
Haderslev,8957,"Bevtoft,Haderslev",750,107,14%,13%,39%,34%
Haderslev,8961,"Domkirkens,Haderslev",8087,991,12%,15%,30%,42%
Haderslev,8962,"Gl Haderslev,Hadersl",4332,428,10%,15%,34%,41%
Haderslev,8963,"Åstrup,Haderslev",868,50,6%,19%,42%,34%
Haderslev,8964,"Halk,Haderslev",331,39,12%,12%,36%,40%
Haderslev,8965,"Hoptrup,Haderslev",1269,165,13%,15%,39%,33%
Haderslev,8966,"Moltrup,Haderslev",319,39,12%,12%,38%,38%
Haderslev,8967,"Bjerning,Haderslev",198,32,16%,11%,32%,41%
Haderslev,8968,"Øsby,Haderslev",1052,84,8%,16%,35%,42%
Haderslev,8969,"S Starup,Haderslev",1729,147,9%,18%,38%,36%
Haderslev,8970,"Grarup,Haderslev",180,22,12%,22%,42%,24%
Haderslev,8971,"Vilstrup,Haderslev",841,101,12%,9%,43%,37%
Haderslev,8972,"Vonsbæk,Haderslev",260,47,18%,17%,35%,29%
Haderslev,8973,"Hammelev,Haderslev",912,93,10%,13%,36%,41%
Haderslev,8974,"Maugstrup,Haderslev",305,44,14%,18%,36%,31%
Haderslev,8975,"Vojens,Haderslev",2623,300,11%,11%,33%,44%
Haderslev,8976,"Jegerup,Haderslev",1991,164,8%,13%,35%,44%
Haderslev,8978,"Oksenvad,Haderslev",323,43,13%,12%,44%,30%
Haderslev,8979,"Sommersted,Haderslev",838,94,11%,15%,32%,42%
Haderslev,8980,"Vedsted,Haderslev",1199,180,15%,13%,42%,30%
Haderslev,8981,"Aller,Kolding",55,17,31%,20%,29%,20%
Haderslev,8982,"Fjelstrup,Haderslev",672,80,12%,18%,32%,38%
Haderslev,8986,"Hjerndrup,Haderslev",128,12,9%,24%,29%,38%
Haderslev,9037,"Højrup,Haderslev",456,56,12%,11%,41%,35%
Halsnæs,,,57,33,58%,7%,25%,11%
Halsnæs,7399,"Kregme,Halsnæs",3103,396,13%,9%,31%,47%
Halsnæs,7400,"Ølsted,Halsnæs",2424,199,8%,9%,33%,50%
Halsnæs,7407,"Melby,Halsnæs",3709,348,9%,8%,31%,51%
Halsnæs,7408,"Torup,Halsnæs",7305,801,11%,9%,30%,51%
Halsnæs,9186,"Fr.Værk-V,Halsnæs",6413,971,15%,10%,29%,46%
Hedensted,,,24,18,75%,4%,21%,0%
Hedensted,7897,"Ø Snede,Hedensted",1294,127,10%,20%,34%,36%
Hedensted,7899,"Sindbjerg,Hedensted",1174,104,9%,18%,35%,38%
Hedensted,7900,"Uldum,Hedensted",977,90,9%,17%,31%,43%
Hedensted,7901,"Langskov,Hedensted",582,45,8%,16%,37%,39%
Hedensted,7948,"Nebsager,Hedensted",1174,88,7%,13%,33%,47%
Hedensted,7949,"Bjerre,Hedensted",388,47,12%,13%,43%,33%
Hedensted,7950,"Urlev,Hedensted",140,14,10%,21%,34%,34%
Hedensted,7951,"Stenderup,Hedensted",494,61,12%,18%,39%,31%
Hedensted,7952,"Ørum,Hedensted",167,16,10%,16%,41%,34%
Hedensted,7953,"Daugård,Hedensted",882,79,9%,17%,36%,39%
Hedensted,7954,"Stouby,Hedensted",1051,93,9%,18%,37%,37%
Hedensted,7955,"Hornum,Hedensted",105,19,18%,14%,35%,32%
Hedensted,7956,"Barrit,Hedensted",907,109,12%,20%,36%,32%
Hedensted,7957,"Vrigsted,Hedensted",181,24,13%,17%,43%,27%
Hedensted,7958,"As,Hedensted",542,45,8%,10%,36%,46%
Hedensted,7959,"Klakring,Hedensted",837,79,9%,12%,35%,43%
Hedensted,7960,"Rårup,Hedensted",780,78,10%,14%,41%,35%
Hedensted,7961,"Skjold,Hedensted",360,47,13%,13%,41%,33%
Hedensted,7962,"Glud,Hedensted",1189,92,8%,12%,35%,46%
Hedensted,7963,"Hjarnø,Hedensted",69,10,14%,1%,29%,55%
Hedensted,7964,"Hatting,Horsens",130,11,8%,16%,48%,27%
Hedensted,7965,"Ølsted,Hedensted",693,77,11%,17%,35%,37%
Hedensted,7969,"Løsning,Hedensted",2597,261,10%,17%,34%,39%
Hedensted,7970,"Korning,Hedensted",418,52,12%,13%,39%,35%
Hedensted,7971,"Hedensted,Hedensted",5258,342,7%,18%,34%,42%
Hedensted,7972,"St Dalby,Hedensted",53,<10,,,,
Hedensted,8001,"Åle,Hedensted",476,61,13%,14%,40%,33%
Hedensted,8002,"Linnerup,Hedensted",204,23,11%,12%,32%,45%
Hedensted,8003,"Tørring,Hedensted",1923,168,9%,14%,28%,49%
Hedensted,8004,"Hammer,Hedensted",98,17,17%,15%,38%,30%
Hedensted,8057,"Hvirring,Hedensted",1185,101,9%,17%,35%,40%
Hedensted,8058,"Hornborg,Hedensted",477,38,8%,18%,35%,39%
Hedensted,9112,"Juelsminde,Hedensted",2435,165,7%,8%,25%,60%
Hedensted,9262,"Klejs,Hedensted",236,32,14%,21%,38%,28%
Helsingør,,,77,40,52%,5%,18%,25%
Helsingør,7437,"Skt Olai,Helsingør",6584,883,13%,13%,33%,41%
Helsingør,7438,"Skt Mariæ,Helsingør",3874,387,10%,8%,26%,56%
Helsingør,7439,"Vestervang,Helsingør",7517,1226,16%,11%,29%,44%
Helsingør,7440,"Tikøb,Helsingør",2043,247,12%,11%,35%,42%
Helsingør,7441,"Hornbæk,Helsingør",4130,414,10%,9%,32%,50%
Helsingør,7442,"Hellebæk,Helsingør",4553,408,9%,10%,33%,48%
Helsingør,7443,"Egebæksvang,Helsingø",3544,218,6%,10%,42%,42%
Helsingør,9098,"Sthens,Helsingør",5920,977,17%,10%,29%,44%
Helsingør,9103,"Mørdrup,Helsingør",6075,554,9%,11%,33%,46%
Helsingør,9240,"Gurre,Helsingør",681,89,13%,12%,38%,37%
Herlev,7135,"Herlev,Herlev",3354,578,17%,11%,28%,44%
Herlev,7136,"Præstebro,Herlev",4106,526,13%,12%,36%,39%
Herlev,9074,"Lindehøj,Herlev",11205,1345,12%,10%,35%,43%
Herning,,,61,36,59%,7%,13%,21%
Herning,8747,"Vinding,Herning",1004,107,11%,16%,33%,40%
Herning,8748,"Vind,Herning",300,36,12%,14%,37%,37%
Herning,8789,"Herning,Herning",5119,452,9%,13%,29%,49%
Herning,8790,"Skt Johannes,Herning",4106,487,12%,14%,28%,46%
Herning,8791,"Fredens,Herning",3622,549,15%,14%,30%,40%
Herning,8792,"Aulum,Herning",2547,230,9%,14%,31%,46%
Herning,8793,"Hodsager,Herning",396,29,7%,16%,36%,40%
Herning,8794,"Vildbjerg,Herning",2801,206,7%,16%,32%,45%
Herning,8795,"Nøvling,Herning",618,53,9%,12%,35%,44%
Herning,8796,"Timring,Herning",713,71,10%,17%,30%,44%
Herning,8799,"Gjellerup,Herning",5139,449,9%,16%,32%,43%
Herning,8800,"Sunds,Herning",3091,201,7%,13%,34%,46%
Herning,8801,"Ilskov,Herning",591,47,8%,14%,38%,40%
Herning,8803,"Rind,Herning",3623,228,6%,16%,32%,45%
Herning,8804,"Snejbjerg,Herning",2825,198,7%,16%,30%,47%
Herning,8805,"Tjørring,Herning",3833,234,6%,16%,29%,49%
Herning,8806,"Studsgård,Herning",451,37,8%,16%,41%,34%
Herning,8807,"Haunstrup,Herning",212,13,6%,16%,33%,44%
Herning,8808,"S Felding,Herning",1204,93,8%,11%,35%,46%
Herning,8809,"Assing,Herning",2122,196,9%,15%,31%,45%
Herning,8810,"Skarrild,Herning",364,59,16%,15%,29%,40%
Herning,8811,"Arnborg,Herning",554,53,10%,11%,33%,46%
Herning,8837,"Haderup,Herning",630,60,10%,16%,31%,44%
Herning,8838,"Grove,Herning",103,14,14%,16%,33%,38%
Herning,8839,"Simmelkær,Herning",282,35,12%,15%,38%,35%
Herning,9091,"Hedeager,Herning",2598,336,13%,16%,30%,41%
Herning,9119,"Kølkær,Herning",561,69,12%,12%,37%,39%
Herning,9120,"Kollund,Herning",208,28,13%,22%,35%,30%
Herning,9125,"Ilderhede,Herning",314,42,13%,11%,43%,33%
Herning,9141,"Gullestrup,Herning",1144,193,17%,17%,35%,30%
Herning,9167,"Ørnhøj,Herning",672,62,9%,13%,34%,43%
Herning,9170,"Ørre-Sinding,Herning",528,57,11%,11%,36%,42%
Herning,9201,"Feldborg,Herning",466,46,10%,12%,39%,39%
Herning,9205,"Tiphede,Herning",104,16,15%,14%,37%,34%
Herning,9209,"Fasterholt,Herning",264,34,13%,11%,33%,43%
Herning,9210,"Karstoft,Herning",273,40,15%,20%,36%,29%
Hillerød,,,60,30,50%,7%,23%,20%
Hillerød,7401,"Tjæreby,Hillerød",430,43,10%,9%,41%,40%
Hillerød,7402,"Alsønderup,Hillerød",1799,218,12%,9%,41%,37%
Hillerød,7403,"Skævinge,Hillerød",1809,163,9%,13%,41%,37%
Hillerød,7404,"Ll Lyngby,Hillerød",1372,153,11%,10%,39%,40%
Hillerød,7405,"Strø,Hillerød",413,56,14%,10%,41%,35%
Hillerød,7406,"Gørløse,Hillerød",1016,118,12%,14%,39%,35%
Hillerød,7415,"Hillerød,Hillerød",3913,418,11%,13%,32%,45%
Hillerød,7416,"N Herlev,Hillerød",1701,142,8%,9%,41%,41%
Hillerød,7417,"Præstevang,Hillerød",5952,602,10%,12%,33%,46%
Hillerød,7422,"Uvelse,Hillerød",989,96,10%,10%,39%,42%
Hillerød,7429,"Nødebo,Hillerød",1511,147,10%,9%,34%,47%
Hillerød,7436,"Frborg Slots,Hlrød",5498,515,9%,11%,34%,46%
Hillerød,7467,"Ullerød,Hillerød",4588,339,7%,12%,41%,40%
Hillerød,9154,"Grønnevang,Hillerød",2981,374,13%,10%,35%,43%
Hillerød,9241,"Gadevang,Hillerød",835,66,8%,7%,44%,41%
Hjørring,,,34,16,47%,15%,21%,18%
Hjørring,8404,"Vrejlev,Hjørring",900,92,10%,20%,32%,37%
Hjørring,8405,"Hæstrup,Hjørring",222,17,8%,17%,33%,42%
Hjørring,8406,"Børglum,Hjørring",487,57,12%,16%,35%,37%
Hjørring,8407,"Furreby,Hjørring",1339,97,7%,12%,28%,52%
Hjørring,8408,"Vejby,Hjørring",128,20,16%,16%,24%,44%
Hjørring,8409,"Sejlstrup,Hjørring",99,13,13%,30%,25%,31%
Hjørring,8410,"Vrensted,Hjørring",451,44,10%,14%,32%,44%
Hjørring,8414,"Vrå,Hjørring",1821,192,11%,20%,25%,45%
Hjørring,8415,"Em,Hjørring",135,13,10%,22%,33%,36%
Hjørring,8428,"Mosbjerg,Hjørring",498,63,13%,13%,38%,36%
Hjørring,8429,"Bindslev,Hjørring",1143,126,11%,17%,29%,42%
Hjørring,8431,"Tolne,Hjørring",345,56,16%,12%,40%,32%
Hjørring,8432,"Hørmested,Hjørring",488,76,16%,17%,31%,37%
Hjørring,8454,"Skt Catharinæ,Hjørrg",8877,793,9%,18%,25%,47%
Hjørring,8455,"Skt Hans,Hjørring",2867,130,5%,20%,30%,45%
Hjørring,8456,"Skt Olai,Hjørring",2548,119,5%,22%,29%,44%
Hjørring,8457,"Ugilt,Hjørring",689,70,10%,17%,33%,40%
Hjørring,8458,"Tårs,Hjørring",2126,207,10%,17%,28%,45%
Hjørring,8459,"Sindal,Hjørring",2159,178,8%,14%,27%,51%
Hjørring,8460,"Astrup,Hjørring",709,66,9%,18%,30%,42%
Hjørring,8461,"Bjergby,Hjørring",743,58,8%,22%,29%,41%
Hjørring,8462,"Mygdal,Hjørring",347,35,10%,18%,35%,38%
Hjørring,8463,"Horne,Hjørring",633,60,9%,21%,26%,44%
Hjørring,8464,"Asdal,Hjørring",607,60,10%,15%,36%,39%
Hjørring,8465,"Hirtshals,Hjørring",3968,462,12%,14%,31%,43%
Hjørring,8466,"Tornby,Hjørring",1000,70,7%,15%,32%,46%
Hjørring,8467,"Vidstrup,Hjørring",234,29,12%,20%,30%,38%
Hjørring,8468,"Skallerup,Hjørring",367,43,12%,16%,27%,45%
Hjørring,8469,"Vennebjerg,Hjørring",314,29,9%,16%,32%,42%
Hjørring,8470,"Rubjerg,Hjørring",227,19,8%,11%,31%,50%
Hjørring,8471,"Lyngby,Hjørring",117,18,15%,9%,29%,46%
Hjørring,8472,"Jelstrup,Hjørring",362,33,9%,20%,30%,41%
Hjørring,8473,"Mårup,Hjørring",536,35,7%,8%,27%,59%
Hjørring,8474,"Harritslv,Hjørring",129,17,13%,15%,26%,47%
Hjørring,8475,"Rakkeby,Hjørring",305,23,8%,16%,33%,43%
Hjørring,8482,"Tversted,Hjørring",679,48,7%,12%,30%,52%
Hjørring,8483,"Uggerby,Hjørring",322,31,10%,19%,32%,39%
Hjørring,9063,"Lendum,Hjørring",632,80,13%,17%,36%,34%
